,MultipleLines,StreamingTV,StreamingMovies,MonthlyCharges,TotalCharges,Churn
4735,1,1,1,85.25,3704.15,0
6780,0,0,0,44.8,559.2,0
1218,1,1,0,90.55,2282.55,1
5254,1,1,1,114.75,7842.3,0
5511,1,1,1,76.95,5289.8,0
6748,0,0,1,85.0,85,1
1527,0,0,0,21.0,1493.75,0
3987,1,0,0,76.5,837.95,1
7021,0,1,0,59.8,727.8,1
1300,1,1,1,110.6,7962.2,0
6886,1,1,1,101.35,780.5,1
5699,0,1,0,85.3,1219.85,0
160,0,0,0,56.0,764.55,0
4067,0,1,1,79.6,5515.8,0
5800,1,0,0,80.05,1345.65,0
956,1,0,0,25.45,1813.35,0
3791,0,0,0,69.1,435,0
3234,0,0,0,19.7,452.55,0
2869,0,1,1,91.1,455.3,1
3777,0,0,0,19.3,890.5,0
4433,1,0,0,75.65,302.35,0
4973,1,0,1,93.8,1261,0
6015,0,0,0,74.55,233.65,0
2961,0,0,0,53.75,648.65,0
5980,0,1,1,79.85,1387.35,0
2200,0,1,0,58.2,1045.25,0
98,0,0,0,21.0,1107.2,0
6844,0,1,0,89.65,2623.65,0
2557,0,0,0,45.45,141.7,0
3183,0,1,0,36.45,93.7,1
253,1,1,1,83.7,2633.3,0
3923,0,0,1,80.85,80.85,1
4199,1,1,1,104.15,5743.05,1
1445,1,1,1,98.55,2031.95,0
5539,0,0,0,19.95,433.5,0
1648,1,0,0,80.95,4859.1,0
4682,1,0,1,88.3,2467.75,1
4723,0,0,0,74.35,74.35,1
3991,1,0,1,93.5,362.2,1
1696,1,0,1,85.3,264.8,1
3191,0,0,0,29.35,381.2,0
6197,0,0,0,51.5,900.5,1
6295,0,0,0,20.2,1027.25,0
4499,1,0,0,78.3,909.25,1
1154,1,0,0,24.65,1138.8,0
2255,0,0,0,51.2,51.2,0
1682,1,1,1,85.25,6083.1,0
3170,1,1,1,100.2,2688.45,0
2056,1,0,0,81.0,4085.75,0
4090,0,0,0,49.9,49.9,0
6865,0,0,1,65.5,564.35,0
3108,0,1,1,106.0,4532.3,0
4548,0,0,1,84.3,1855.65,1
3723,0,0,0,20.45,357,0
6397,0,0,1,65.25,3529.95,0
5423,0,0,1,80.85,1008.7,1
2049,1,0,0,85.4,5869.4,0
4976,0,1,1,56.75,3708.4,0
3643,0,0,0,19.05,990.45,0
6944,0,0,0,19.1,53.05,0
623,0,0,0,19.7,406.95,0
6489,0,0,0,18.85,18.85,1
6772,0,0,1,62.3,2354.8,1
5883,0,0,0,20.3,275.4,0
262,1,0,1,89.85,4925.35,0
5730,0,0,0,19.8,1311.3,0
3369,1,0,0,55.6,580.8,0
4061,0,0,0,50.1,709.5,0
5534,1,0,0,80.35,1747.2,0
6294,0,0,0,19.7,19.7,1
6065,1,0,0,25.0,1510.5,0
6616,1,1,1,101.4,4528,1
1802,0,0,0,38.55,280,0
4736,1,1,0,81.25,4620.4,0
7027,0,1,1,73.35,931.55,0
2385,0,0,0,29.65,90.05,0
6694,1,0,1,76.15,645.8,0
5759,0,0,0,70.15,70.15,1
1959,0,0,0,34.25,163.55,0
2976,1,0,0,24.1,439.2,0
488,0,1,0,52.55, ,0
1843,0,0,0,19.7,1415.85,0
1734,0,1,1,45.4,418.8,1
2911,0,0,0,73.5,73.5,1
3219,1,0,0,24.7,571.75,0
146,0,0,0,19.6,61.35,0
5630,1,1,1,103.45,3994.45,1
1986,1,0,1,93.3,6398.05,0
1369,1,0,0,60.9,2033.85,0
6546,0,0,0,51.15,1275.7,0
6051,0,0,0,20.0,275.7,0
2811,0,0,0,19.75,757.95,0
659,0,0,0,20.35,697.65,0
1794,1,1,1,91.05,6293.75,0
2511,0,0,1,90.1,2656.7,0
3397,1,1,1,91.7,6424.7,0
4282,1,1,1,101.25,5301.1,0
1147,1,1,0,60.25,170.5,0
3272,1,0,0,81.7,81.7,1
608,1,1,1,114.55,8306.05,0
6287,1,0,1,83.95,2254.2,1
3582,0,1,0,80.5,232.35,0
1930,0,0,0,20.5,76.95,0
197,1,1,1,111.35,6519.75,0
2931,1,1,1,105.35,3465.05,0
2327,0,1,0,85.7,2067,0
4389,1,1,1,100.4,2936.25,0
766,1,0,0,78.85,1600.25,0
4496,1,1,1,89.75,6595.9,0
4218,1,0,0,25.05,152.95,0
3255,1,1,1,110.6,7210.85,0
202,1,1,1,105.55,7405.5,0
3510,1,0,0,75.25,576.7,0
4931,1,1,1,103.45,1539.8,0
6390,0,1,1,106.15,7475.1,0
5535,1,1,1,85.1,4657.95,0
1733,0,0,0,19.05,19.05,0
5791,1,1,1,102.4,6444.05,0
2777,0,0,0,20.0,185.4,0
1707,0,0,0,73.85,196.4,0
5172,0,0,0,20.0,1149.65,0
5249,0,1,1,67.2,4671.7,0
5757,1,0,0,25.7,734.6,0
3474,1,0,0,85.75,5688.45,0
6528,0,0,0,20.35,1458.1,0
5855,0,0,0,50.55,2832.75,0
854,0,0,0,20.5,1424.9,0
5685,0,0,0,19.2,903.7,0
6363,0,0,0,74.85,708.2,0
4737,1,1,1,115.5,8312.75,0
4097,0,1,1,99.15,6171.2,0
2160,0,1,1,83.7,6096.9,0
698,0,1,0,84.95,4018.05,0
6969,0,0,0,20.5,20.5,1
2999,0,0,0,20.6,414.95,0
3696,0,0,0,49.15,270.8,1
1636,1,0,0,24.35,1133.7,0
3457,0,0,0,19.5,19.5,0
3581,0,1,0,74.5,4674.55,0
1291,0,0,0,75.0,632.95,1
4659,1,1,1,104.3,6725.3,0
6585,0,0,0,20.0,817.95,0
5616,0,0,0,54.5,2076.05,0
1853,0,0,0,45.15,45.15,1
5232,0,0,0,20.3,40.25,0
3763,0,1,0,80.35,307.4,1
3304,1,1,1,109.95,7634.25,0
6922,0,0,0,74.45,221.1,0
5727,1,1,1,110.2,7689.8,0
3743,0,0,0,49.35,219.65,1
3445,1,1,1,103.15,4594.65,0
1998,0,1,1,44.6,97.1,1
663,1,0,1,69.55,4459.15,0
4779,0,1,1,96.8,1743.05,0
5353,0,0,1,61.65,1393.6,0
3748,0,1,1,78.9,3771.5,0
4413,0,1,0,89.15,1496.9,1
4744,0,0,0,20.05,1198.05,0
5530,1,1,0,92.15,6056.9,0
5575,1,0,1,78.35,5445.95,0
709,1,1,1,80.1,2211.8,0
1282,0,1,1,62.8,62.8,0
5864,0,0,0,19.65,921.55,0
5068,0,0,0,20.9,1493.2,0
2675,0,0,0,20.7,828.85,0
6776,0,1,1,79.95,4819.75,0
4029,0,0,0,45.05,2560.1,0
1306,1,1,1,115.55,8127.6,1
5496,1,0,0,24.25,1077.95,0
5504,1,0,1,88.4,3912.9,1
2237,0,0,1,45.85,1246.4,0
3302,1,1,1,103.45,3066.45,1
5592,0,0,0,19.75,265.75,0
2038,0,1,1,90.8,2361.8,1
1529,0,0,0,18.4,1057.85,0
1663,1,1,1,94.65,4812.75,1
5450,1,1,0,84.65,84.65,1
6952,1,1,1,107.4,5121.3,1
6978,1,1,0,80.7,5617.95,0
3627,0,0,0,20.1,296.15,0
5739,1,1,1,102.9,6989.7,0
5147,0,0,0,30.1,810.85,0
4891,1,1,0,65.6,250.1,0
2693,0,0,0,19.3,1414.8,0
3060,0,1,0,38.1,970.4,0
1597,1,1,0,96.9,4473.45,0
6700,1,1,1,106.3,7565.35,0
2729,1,0,1,85.7,169.8,1
2625,1,0,0,86.4,4922.4,0
5915,0,0,0,19.1,1268.85,0
3157,0,0,0,44.95,431,1
3314,0,0,0,80.05,3019.1,0
1722,0,1,1,56.4,2928.5,0
5279,1,0,0,25.15,1790.15,0
6668,1,1,1,103.65,3988.5,0
1059,1,1,0,90.6,1943.2,1
4636,0,0,0,20.0,860.85,0
3242,0,0,0,20.45,106.9,0
1678,1,0,1,105.4,7035.6,0
6374,0,0,0,20.7,1482.3,0
6628,0,1,1,94.05,633.45,0
1757,0,0,0,79.95,4362.05,0
6019,1,1,1,80.55,3263.9,0
4191,1,1,1,108.75,6871.7,0
5116,0,0,0,70.4,70.4,1
563,1,1,1,99.5,5861.75,0
2790,1,1,1,109.65,5551.15,1
863,0,1,1,95.1,307.4,1
1484,0,1,1,99.2,7213.75,0
5977,0,0,0,20.65,1125.6,0
5134,1,0,0,80.2,1217.25,1
206,0,0,1,55.45,4179.2,0
4488,0,0,0,74.15,3229.4,1
870,1,1,0,98.2,7015.9,0
4493,1,0,0,25.3,454.65,0
502,1,0,1,65.2,4543.15,0
1028,1,1,0,83.75,2070.6,1
3840,1,0,0,25.65,1740.8,0
2690,0,1,0,80.45,583.45,1
5581,1,1,1,113.15,7856,1
6756,0,1,1,89.75,1938.9,0
5056,1,1,1,84.7,5893.9,0
1570,0,0,0,20.4,478.75,0
2773,0,0,0,29.1,688,0
5991,0,1,1,94.25,1483.25,1
2731,1,1,1,108.25,6780.1,0
6242,1,0,1,107.45,7658.3,0
804,0,1,0,85.35,489.45,1
5847,1,1,1,94.0,5757.2,0
3645,0,0,0,19.05,157.65,0
2454,1,0,0,24.55,1719.15,0
4598,1,0,0,56.25,969.85,0
3104,1,0,0,74.05,678.45,0
4875,1,1,1,117.45,5438.9,1
5959,0,0,0,19.8,641.35,0
200,0,1,1,101.9,2681.15,0
6278,1,1,1,104.3,7188.5,0
3099,0,0,0,20.15,353.65,0
6184,1,0,0,55.7,2237.55,0
2278,0,0,0,48.2,340.35,0
3561,1,0,0,80.5,2088.8,1
5892,0,0,0,51.65,524.5,0
4474,0,1,1,53.35,3090.05,0
6432,0,0,0,61.0,2130.45,0
4514,0,0,1,80.6,2244.95,0
5794,1,1,1,109.75,7932.5,0
391,1,1,1,84.8,2309.55,0
6736,0,0,0,20.8,1411.9,0
5618,0,0,0,20.35,215.25,0
5258,1,1,1,104.7,7220.35,1
1495,1,0,1,98.15,4993.4,0
2695,1,0,1,81.4,4354.45,0
2027,0,0,0,20.15,456.85,0
5248,0,0,0,20.05,264.55,0
5463,0,0,0,44.35,44.35,1
2568,0,0,0,19.35,278.85,0
64,1,1,1,94.4,857.25,1
3884,1,1,0,88.85,1594.75,0
2062,1,0,0,25.15,1683.6,0
5276,0,0,0,56.9,2560.1,0
492,0,0,0,74.4,139.4,1
379,1,0,0,86.75,1410.25,0
6331,0,0,0,40.3,1794.8,0
4859,1,1,1,108.5,6991.9,0
6360,0,0,0,20.3,20.3,1
3993,1,0,0,66.0,4891.5,0
4887,0,0,0,20.45,781.25,0
1076,1,0,0,24.5,1497.9,0
878,1,0,0,64.75,4039.5,0
337,1,1,1,88.15,6148.45,0
6863,1,0,0,60.6,2985.25,0
6439,0,1,1,106.9,3756.45,0
1016,1,0,1,80.1,5585.4,0
1275,0,0,0,56.8,3112.05,0
3798,1,1,1,100.3,4222.95,0
4551,1,1,0,96.95,5432.2,0
3342,0,1,1,62.05,2511.55,0
4911,0,0,0,84.8,6141.65,0
6413,1,0,1,91.05,2954.5,1
995,1,0,0,85.3,2917.5,1
1981,1,1,1,102.1,5885.4,1
4297,1,0,1,73.55,3349.1,0
161,1,0,0,82.4,1592.35,1
5675,0,0,0,69.6,207.4,0
6873,1,1,1,89.05,6185.8,0
6545,0,1,1,74.65,703.55,1
4798,1,0,0,74.9,2659.45,0
1500,0,0,1,40.2,1478.85,0
3843,0,0,0,70.85,70.85,1
5225,1,1,1,104.45,7459,0
2613,1,0,0,80.2,80.2,1
3461,0,0,0,55.7,3131.8,0
1021,0,0,0,54.35,1426.45,0
3073,0,1,1,58.75,3038.55,0
3943,0,0,0,44.0,44,0
1585,1,1,1,80.45,3375.9,0
1955,1,1,1,95.4,4613.95,0
3152,0,0,1,95.85,2475.35,0
6349,0,0,0,19.7,730.4,0
34,0,0,0,45.25,45.25,0
4014,1,1,1,108.1,5839.3,0
775,1,1,1,110.65,8065.65,0
2556,1,0,0,84.55,3713.95,0
1478,1,1,1,104.7,4346.4,1
5486,1,1,1,87.1,4735.2,0
6235,0,0,1,40.05,880.2,1
1363,1,1,1,92.0,6474.4,0
2612,1,1,1,80.45,1137.05,0
2824,0,0,0,19.25,1237.65,0
2041,0,0,0,19.45,165.35,0
241,1,1,1,109.2,7878.3,0
2061,0,0,0,48.7,340.25,1
2363,0,0,0,44.75,44.75,0
600,0,0,0,74.55,1170.5,0
2435,0,1,0,59.8,824.85,0
5393,0,0,0,70.6,70.6,1
6310,0,0,1,44.45,2773.9,0
2888,0,0,0,71.0,71,1
6164,1,0,1,75.15,3480.35,0
646,0,0,0,45.7,45.7,1
3890,1,1,1,109.25,8109.8,1
3556,0,0,0,19.45,113.5,0
3202,0,0,1,55.25,55.25,0
1528,0,0,1,56.2,1093.4,0
6975,1,0,0,64.35,1558.65,0
1267,1,1,0,76.1,4818.8,0
1899,0,0,1,90.95,1612.2,0
4658,0,0,0,44.45,369.3,0
3005,0,0,0,20.3,459.95,0
2734,0,0,0,20.25,208,0
189,1,0,0,56.6,2379.1,0
1806,1,0,0,25.1,930.95,0
975,1,1,1,108.05,7532.15,1
2747,0,0,0,19.4,168.65,0
2047,0,1,1,77.4,206.15,0
2558,0,0,0,20.05,678.2,0
1082,1,0,0,25.75, ,0
474,0,0,0,74.7,74.7,1
2904,0,0,0,70.95,1767.35,1
4843,0,0,0,20.2,1376.5,0
6396,1,1,0,91.95,3301.05,0
4117,0,1,1,99.7,6330.4,0
3385,1,1,1,96.05,1148.1,1
4555,0,0,0,20.2,387.4,0
1184,0,1,0,87.9,1500.5,0
6420,1,0,0,79.25,2619.15,0
5051,1,1,1,105.35,5794.45,0
5311,0,0,0,19.5,146.3,1
2433,0,0,1,50.8,463.6,0
6949,0,0,0,36.25,1151.05,0
5611,1,1,1,100.4,5749.8,0
2391,1,1,0,59.25,436.6,0
769,0,0,1,64.8,1175.6,0
1685,0,0,0,70.55,1943.9,0
130,1,0,1,85.95,1215.65,0
2919,0,1,1,49.65,2409.9,0
3171,0,0,0,20.85,435.25,0
3444,0,0,0,35.35,1317.95,0
6231,0,0,0,76.4,76.4,1
5578,0,0,0,20.0,833.55,0
4426,1,0,0,79.5,1264.2,0
5334,1,1,1,107.95,5293.2,1
466,1,1,1,102.1,6538.45,0
6265,0,0,0,45.25,74.2,0
5734,1,1,1,89.4,6376.55,0
3092,0,0,0,25.1,25.1,1
3772,0,1,1,95.0,95,1
5191,1,1,1,91.1,2198.3,0
5226,0,0,0,21.15,306.05,0
5390,1,1,1,99.45,1200.15,1
860,0,0,0,19.8,457.3,0
