,Unnamed: 0,gender,SeniorCitizen,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4282,4282,Female,0,52,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Bank transfer (automatic),101.25,5301.1,No
4283,4283,Male,1,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Electronic check,70.2,280.35,No
4284,4284,Female,1,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Electronic check,90.95,2897.95,No
4285,4285,Male,0,45,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Credit card (automatic),73.85,3371,No
4286,4286,Male,0,9,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Electronic check,88.05,801.3,No
4287,4287,Female,1,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Credit card (automatic),105.95,6975.25,Yes
4288,4288,Male,0,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Electronic check,91.85,257.05,Yes
4289,4289,Female,0,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.1,1079.45,No
4290,4290,Female,0,1,No,No phone service,DSL,No,No,No,Yes,No,No,Electronic check,40.1,40.1,Yes
4291,4291,Female,0,64,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Bank transfer (automatic),110.3,6997.3,No
4292,4292,Female,1,31,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Electronic check,73.9,2217.15,Yes
4293,4293,Female,0,14,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Mailed check,89.8,1129.1,Yes
4294,4294,Female,0,12,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Credit card (automatic),85.15,979.05,No
4295,4295,Male,1,67,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Bank transfer (automatic),60.95,4119.4,No
4296,4296,Female,0,35,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Electronic check,72.25,2568.55,Yes
4297,4297,Female,0,45,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Mailed check,73.55,3349.1,No
4298,4298,Male,0,10,Yes,No,DSL,No,No,No,No,No,No,Mailed check,46.0,492.1,No
4299,4299,Female,1,29,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Bank transfer (automatic),58.55,1718.95,No
4300,4300,Female,0,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),24.6,605.25,No
4301,4301,Male,0,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.75,1344.5,No
4302,4302,Male,0,51,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Mailed check,86.35,4267.15,No
4303,4303,Female,0,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,25.5,1121.05,No
4304,4304,Female,0,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.0,918.7,No
4305,4305,Female,0,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.55,521.8,No
4306,4306,Male,0,40,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),110.1,4469.1,No
4307,4307,Female,1,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Electronic check,96.55,3580.3,Yes
4308,4308,Male,0,25,Yes,No,Fiber optic,No,No,No,No,No,No,Electronic check,69.75,1729.35,No
4309,4309,Female,0,22,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Electronic check,50.6,1073.3,No
4310,4310,Male,0,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),65.6,4566.5,No
4311,4311,Female,0,7,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Credit card (automatic),40.1,293.3,Yes
4312,4312,Male,0,33,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Credit card (automatic),82.1,2603.1,No
4313,4313,Female,0,23,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Mailed check,79.1,1783.75,No
4314,4314,Male,1,24,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Electronic check,101.25,2440.15,Yes
4315,4315,Female,0,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Electronic check,79.55,79.55,Yes
4316,4316,Male,0,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Mailed check,90.65,6322.1,No
4317,4317,Female,0,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),20.55,57.4,No
4318,4318,Male,0,56,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),75.75,4284.65,No
4319,4319,Male,0,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Credit card (automatic),110.0,7138.65,No
4320,4320,Male,0,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,20.85,1539.75,No
4321,4321,Female,1,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Bank transfer (automatic),80.35,1058.1,No
4322,4322,Female,0,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Electronic check,70.15,123.8,No
4323,4323,Female,0,32,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Electronic check,84.05,2781.85,Yes
4324,4324,Male,0,40,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Electronic check,67.45,2731,No
4325,4325,Male,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),20.75,20.75,No
4326,4326,Male,0,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Electronic check,89.1,89.1,Yes
4327,4327,Female,0,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,Mailed check,69.9,497.3,No
4328,4328,Female,0,15,Yes,Yes,DSL,No,No,No,No,No,Yes,Electronic check,51.1,711.15,No
4329,4329,Female,0,17,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Electronic check,94.4,1607.2,Yes
4330,4330,Male,0,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Electronic check,78.25,1490.95,Yes
4331,4331,Male,0,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),25.55,1898.1,No
4332,4332,Female,0,54,Yes,Yes,DSL,Yes,No,No,No,No,No,Bank transfer (automatic),60.0,3273.95,No
4333,4333,Male,0,31,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Credit card (automatic),90.55,2929.75,No
4334,4334,Female,0,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Electronic check,76.4,838.7,No
4335,4335,Female,1,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Electronic check,84.95,1443.65,No
4336,4336,Female,1,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),110.1,7746.7,No
4337,4337,Female,1,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),99.65,6951.15,No
4338,4338,Male,1,5,No,No phone service,DSL,No,No,Yes,Yes,No,No,Credit card (automatic),45.4,214.75,No
4339,4339,Male,0,38,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Credit card (automatic),69.0,2669.45,No
4340,4340,Male,0,5,Yes,No,DSL,No,No,No,No,No,Yes,Bank transfer (automatic),48.65,235.2,No
4341,4341,Male,1,2,Yes,No,DSL,No,No,No,No,No,Yes,Electronic check,44.15,92.65,Yes
4342,4342,Female,1,52,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Bank transfer (automatic),59.85,3103.25,No
4343,4343,Female,1,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Electronic check,75.75,606.25,Yes
4344,4344,Female,0,68,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Electronic check,80.65,5330.2,No
4345,4345,Male,0,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),20.55,1403.1,No
4346,4346,Female,0,42,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Credit card (automatic),66.4,2727.8,No
4347,4347,Female,0,50,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Mailed check,100.2,5038.45,No
4348,4348,Female,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.1,19.1,Yes
4349,4349,Male,1,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Electronic check,80.3,80.3,Yes
4350,4350,Male,0,33,Yes,No,DSL,No,No,No,No,No,Yes,Credit card (automatic),44.55,1462.6,No
4351,4351,Female,0,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.35,150.6,No
4352,4352,Male,0,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Electronic check,91.8,5960.5,No
4353,4353,Female,0,1,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Electronic check,74.9,74.9,Yes
4354,4354,Male,0,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),20.2,1192.3,No
4355,4355,Female,0,6,Yes,Yes,DSL,No,No,No,No,No,No,Electronic check,50.35,314.55,No
4356,4356,Female,0,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,18.8,56,No
4357,4357,Female,0,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),20.45,330.8,No
4358,4358,Male,0,13,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Electronic check,64.75,877.35,No
4359,4359,Female,0,23,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),98.7,2249.1,No
4360,4360,Male,1,31,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Electronic check,89.45,2807.65,No
4361,4361,Male,0,29,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Electronic check,58.75,1696.2,No
4362,4362,Female,0,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),20.7,1032.05,No
4363,4363,Female,0,56,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Bank transfer (automatic),85.6,4902.8,No
4364,4364,Female,0,63,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Credit card (automatic),80.3,4995.35,No
4365,4365,Male,0,63,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Credit card (automatic),79.8,5034.05,No
4366,4366,Male,1,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Electronic check,79.85,1857.75,No
4367,4367,Male,1,36,Yes,No,DSL,No,No,Yes,No,No,No,Credit card (automatic),54.1,1992.85,No
4368,4368,Female,1,9,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Electronic check,80.85,751.65,Yes
4369,4369,Male,0,3,No,No phone service,DSL,No,No,No,No,No,No,Electronic check,24.75,66.95,Yes
4370,4370,Female,0,21,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Mailed check,80.9,1714.95,No
4371,4371,Male,0,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),24.5,343.6,No
4372,4372,Male,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),20.15,20.15,No
4373,4373,Female,0,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.05,520.1,No
4374,4374,Male,0,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),19.6,1387.45,No
4375,4375,Male,0,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),114.3,7383.7,No
4376,4376,Female,0,45,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Electronic check,100.3,4483.95,No
4377,4377,Female,0,22,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Credit card (automatic),80.0,1706.45,No
4378,4378,Female,0,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),20.85,1327.4,No
4379,4379,Female,0,68,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Bank transfer (automatic),89.95,5974.3,No
4380,4380,Female,0,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.0, ,No
4381,4381,Female,1,49,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Credit card (automatic),90.85,4515.85,Yes
4382,4382,Female,1,4,Yes,Yes,DSL,No,No,No,No,No,No,Mailed check,48.75,179.85,No
4383,4383,Male,0,63,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Credit card (automatic),80.0,5040.2,No
4384,4384,Female,0,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Bank transfer (automatic),79.7,165,Yes
4385,4385,Male,0,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,20.35,422.7,No
4386,4386,Male,0,55,Yes,No,DSL,Yes,Yes,No,No,No,No,Bank transfer (automatic),57.55,3046.4,Yes
4387,4387,Male,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,20.25,20.25,No
4388,4388,Female,0,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.4,358.05,No
4389,4389,Male,0,30,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Bank transfer (automatic),100.4,2936.25,No
4390,4390,Male,0,22,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Mailed check,57.95,1271.8,No
4391,4391,Female,0,9,Yes,No,DSL,No,No,No,Yes,No,Yes,Bank transfer (automatic),59.5,530.05,No
4392,4392,Male,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.2,19.2,No
4393,4393,Female,0,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Electronic check,86.5,1808.7,Yes
4394,4394,Male,0,19,Yes,Yes,DSL,No,No,Yes,No,No,No,Electronic check,59.55,1144.6,No
4395,4395,Female,0,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Electronic check,103.95,7446.9,Yes
4396,4396,Male,1,1,No,No phone service,DSL,No,No,No,No,No,Yes,Electronic check,25.1,25.1,Yes
4397,4397,Female,0,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),103.95,7556.9,No
4398,4398,Male,0,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Credit card (automatic),68.95,4858.7,No
4399,4399,Female,0,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),103.1,6595,No
4400,4400,Female,0,7,No,No phone service,DSL,No,No,No,No,No,Yes,Electronic check,24.7,149.05,No
4401,4401,Female,1,46,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Electronic check,110.2,4972.1,No
4402,4402,Male,0,39,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Credit card (automatic),48.95,1880.85,Yes
4403,4403,Female,0,32,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Bank transfer (automatic),62.45,2045.55,No
4404,4404,Male,0,24,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Electronic check,89.55,2187.15,No
4405,4405,Male,0,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Credit card (automatic),83.55,477.55,Yes
4406,4406,Female,0,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Credit card (automatic),78.9,2976.95,No
4407,4407,Male,0,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.35,178.7,No
4408,4408,Female,0,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Bank transfer (automatic),71.45,5025.85,No
4409,4409,Male,1,71,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Credit card (automatic),46.35,3353.4,No
4410,4410,Female,0,16,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),94.65,1461.15,No
4411,4411,Female,0,57,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Bank transfer (automatic),49.9,2782.4,No
4412,4412,Male,0,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),25.45,1699.15,No
4413,4413,Female,1,17,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Electronic check,89.15,1496.9,Yes
4414,4414,Female,0,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.75,452.2,No
4415,4415,Male,0,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Credit card (automatic),66.1,4428.45,No
4416,4416,Female,0,17,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),75.4,1322.55,No
4417,4417,Male,0,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Mailed check,70.45,70.45,Yes
4418,4418,Male,0,58,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Credit card (automatic),60.3,3563.8,Yes
4419,4419,Female,0,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),21.05,139.75,No
4420,4420,Male,0,27,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Credit card (automatic),69.35,1927.3,No
4421,4421,Male,0,34,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Mailed check,88.85,3000.25,No
4422,4422,Male,0,30,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),97.0,3021.3,No
4423,4423,Male,0,33,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Credit card (automatic),66.4,2245.4,No
4424,4424,Male,0,1,No,No phone service,DSL,No,No,No,No,No,No,Electronic check,24.75,24.75,Yes
4425,4425,Male,0,14,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Mailed check,69.2,944.65,No
4426,4426,Female,0,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Credit card (automatic),79.5,1264.2,No
4427,4427,Female,0,49,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Credit card (automatic),100.65,4917.75,No
4428,4428,Male,0,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Electronic check,103.3,2012.7,Yes
4429,4429,Female,0,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Bank transfer (automatic),79.7,5743.3,No
4430,4430,Female,0,32,Yes,No,DSL,Yes,Yes,No,No,No,No,Bank transfer (automatic),61.4,1864.65,No
4431,4431,Female,0,18,Yes,No,Fiber optic,No,No,No,No,No,Yes,Electronic check,69.8,1221.65,No
4432,4432,Male,0,37,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Mailed check,40.55,1390.85,No
4433,4433,Female,0,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Electronic check,75.65,302.35,No
4434,4434,Female,0,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Electronic check,90.7,1374.9,No
4435,4435,Male,0,17,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Bank transfer (automatic),80.5,1336.9,No
4436,4436,Female,0,19,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Electronic check,60.6,1297.8,No
4437,4437,Male,0,60,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Credit card (automatic),101.15,6067.4,No
4438,4438,Male,0,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,24.95,1222.25,No
4439,4439,Male,0,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),20.3,487.95,No
4440,4440,Male,0,43,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Electronic check,60.0,2548.55,No
4441,4441,Male,0,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,20.25,835.5,No
4442,4442,Male,0,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Electronic check,78.5,242.05,Yes
4443,4443,Female,0,1,Yes,No,DSL,No,No,No,No,No,No,Mailed check,44.75,44.75,No
4444,4444,Female,0,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.85,63.75,Yes
4445,4445,Female,0,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Credit card (automatic),98.0,6218.45,No
4446,4446,Male,1,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Electronic check,79.9,260.9,Yes
4447,4447,Male,0,68,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Electronic check,107.7,7320.9,No
4448,4448,Female,1,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Electronic check,99.7,2967.35,Yes
4449,4449,Female,0,60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Electronic check,104.7,6333.8,No
4450,4450,Male,0,15,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Credit card (automatic),58.6,939.7,Yes
4451,4451,Male,1,45,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),93.9,4200.25,No
4452,4452,Female,0,70,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),86.45,5950.2,No
4453,4453,Male,0,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Electronic check,98.5,1037.75,Yes
4454,4454,Male,0,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.4,93.4,No
4455,4455,Female,0,1,Yes,No,DSL,No,No,Yes,No,No,Yes,Mailed check,50.45,50.45,Yes
4456,4456,Female,0,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),24.95,1614.9,No
4457,4457,Male,0,22,Yes,No,Fiber optic,Yes,No,No,No,No,No,Bank transfer (automatic),75.0,1573.95,No
4458,4458,Male,0,38,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Electronic check,94.65,3624.3,Yes
4459,4459,Female,0,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),100.25,100.25,Yes
4460,4460,Male,0,18,Yes,No,Fiber optic,No,No,Yes,No,No,No,Electronic check,78.2,1468.75,No
4461,4461,Male,0,29,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Electronic check,94.2,2607.6,No
4462,4462,Female,0,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Electronic check,88.45,1422.1,Yes
4463,4463,Male,0,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Electronic check,69.85,69.85,Yes
4464,4464,Male,0,12,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Bank transfer (automatic),81.7,858.6,Yes
4465,4465,Male,0,31,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Electronic check,50.05,1523.4,No
